ID_Number,mpg,cylinders,displacement,horsepower,weight,acceleration,name
199,-0.449833, 0.318672, 0.301850,-0.108504, 0.803861, 0.780743,dodge aspen se
200,-0.705720, 0.318672, 0.541663,-0.682854, 0.712934, 1.982259,ford granada ghia
201,-0.641749, 0.318672, 0.541663, 0.152564, 0.796776, 0.234599,pontiac ventura sj
202,-0.769692, 0.318672, 0.618403,-0.239038, 0.263024, 0.817152,amc pacer d/l
203, 0.765631,-0.858191,-0.925991,-0.865602,-1.352402,-1.221785,volkswagen rabbit
204, 1.085491,-0.858191,-1.041101,-0.891709,-1.157559, 0.525875,datsun b-210
205, 0.573716,-0.858191,-0.925991,-0.761175,-0.962716, 0.307418,toyota corolla
206, 0.381801,-0.858191,-0.513513,-0.839495,-0.478560,-0.712050,ford pinto
207,-0.449833,-0.858191,-0.609438,-0.056291, 0.212247, 0.052551,volvo 245
208,-1.345439, 1.495535, 1.193953, 1.196836, 1.145131,-0.857689,plymouth volare premier v8
209,-0.577777,-0.858191,-0.705363,-0.421786, 0.353951, 2.309945,peugeot 504
210,-0.577777, 0.318672,-0.360033, 0.100350,-0.047544,-0.020268,toyota mark ii
211,-0.897636, 0.318672,-0.244923, 0.413632, 1.003427, 0.416647,mercedes-benz 280s
212,-0.897636, 1.495535, 1.500913, 1.980041, 1.664713,-1.258194,cadillac seville
213,-1.345439, 1.495535, 1.500913, 1.066302, 1.280931,-1.294604,chevy c10
214,-1.345439, 1.495535, 1.040473, 0.674700, 1.062471,-0.202316,ford f108
215,-1.345439, 1.495535, 1.193953, 1.196836, 0.926671,-0.566412,dodge d100
216, 1.021519,-0.858191,-0.916398,-0.943922,-1.092611, 1.072019,honda accord cvcc
217, 0.829603,-0.858191,-0.791696,-0.630641,-0.962716,-0.275135,buick opel isuzu deluxe
218, 1.597265,-0.858191,-1.098656,-1.204991,-1.352402, 1.108429,renault 5 gtl
219, 0.253857,-0.858191,-0.686178,-0.212932,-0.791490,-0.020268,plymouth arrow gs
220, 1.277406,-0.858191,-1.041101,-0.891709,-1.210698, 0.453056,datsun f-10 hatchback
221,-0.769692, 1.495535, 1.069250, 1.066302, 1.074279,-1.112556,chevrolet caprice classic
222,-0.833664, 1.495535, 0.637588, 0.152564, 1.286835, 1.254067,oldsmobile cutlass supreme
223,-1.025579, 1.495535, 1.193953, 1.066302, 1.381305,-0.675641,dodge monaco brougham
224,-1.089551, 1.495535, 1.040473, 0.674700, 1.564339,-0.238726,mercury cougar brougham
225,-0.769692, 0.318672, 0.541663, 0.152564, 0.649167, 0.307418,chevrolet concours
226,-0.385861, 0.318672, 0.359405, 0.022030, 0.536985, 0.489466,buick skylark
227,-0.577777, 0.318672, 0.301850,-0.108504, 0.779063, 0.780743,plymouth volare custom
228,-0.641749, 0.318672, 0.541663,-0.160718, 0.655072, 1.254067,ford granada
229,-0.961608, 1.495535, 1.980538, 1.980041, 1.475774,-1.622290,pontiac grand prix lj
230,-1.025579, 1.495535, 1.500913, 1.718973, 1.410826,-1.513061,chevrolet monte carlo landau
231,-1.025579, 1.495535, 1.980538, 2.241109, 1.599765,-1.221785,chrysler cordoba
232,-0.961608, 1.495535, 1.510506, 1.170730, 1.611574,-0.384364,ford thunderbird
233, 0.701660,-0.858191,-0.925991,-0.682854,-1.216602,-0.384364,volkswagen rabbit custom
234, 0.125913,-0.858191,-0.407996,-0.421786,-0.271909, 0.161780,pontiac sunbird coupe
235, 0.317829,-0.858191,-0.925991,-0.761175,-0.832820, 0.962790,toyota corolla liftback
236, 0.253857,-0.858191,-0.513513,-0.395679,-0.254196, 0.088960,ford mustang ii 2+2
237, 0.893575,-0.858191,-0.916398,-1.074457,-1.085526, 0.525875,chevrolet chevette
238, 1.277406,-0.858191,-0.916398,-0.552320,-1.057185, 0.125370,dodge colt m/m
239, 0.829603,-0.858191,-0.925991,-0.970029,-1.163463, 0.307418,subaru dl
240, 0.893575,-0.858191,-0.925991,-0.682854,-0.921385,-0.530002,volkswagen dasher
241,-0.193946, 0.318672,-0.455958,-0.186825,-0.183344,-0.384364,datsun 810
242,-0.257918,-0.858191,-0.695771, 0.152564,-0.437230,-1.003327,bmw 320i
243,-0.257918,-1.446623,-1.089064, 0.152564,-0.295526,-0.748460,mazda rx-4
244, 2.505665,-0.858191,-0.993139,-1.466059,-1.163463, 2.164307,volkswagen rabbit custom diesel
245, 1.610060,-0.858191,-0.916398,-0.996136,-1.381924,-0.420774,ford fiesta
246, 1.187845,-0.858191,-1.108249,-1.361631,-1.163463, 1.399705,mazda glc deluxe
247, 2.032274,-0.858191,-1.041101,-0.891709,-1.063089, 1.108429,datsun b210 gx
248, 1.610060,-0.858191,-0.983546,-1.152777,-1.381924, 0.307418,honda civic cvcc
249,-0.462627, 1.495535, 0.637588, 0.152564, 0.466133,-0.020268,oldsmobile cutlass salon brougham
250,-0.526599, 1.495535, 1.193953, 0.935768, 0.903054,-0.857689,dodge diplomat
251,-0.424244, 1.495535, 1.040473, 0.909661, 0.708211,-1.003327,mercury monarch ghia
252,-0.552188, 0.318672, 0.359405, 0.022030, 0.666880, 1.326886,pontiac phoenix lj
253,-0.385861, 0.318672, 0.062037,-0.239038, 0.218151, 0.962790,chevrolet malibu
254,-0.424244, 0.318672, 0.062037,-0.500107,-0.006214, 0.088960,ford fairmont (auto)
255, 0.202679,-0.858191,-0.513513,-0.421786,-0.295526,-0.056678,ford fairmont (man)
256,-0.385861, 0.318672, 0.301850,-0.108504, 0.542889, 0.598695,plymouth volare
257,-0.526599, 0.318672, 0.368997,-0.369573, 0.283099, 0.598695,amc concord
258,-0.373067, 0.318672, 0.359405, 0.022030, 0.483846, 0.088960,buick century special
259,-0.347478, 0.318672, 0.062037,-0.500107, 0.117777, 0.416647,mercury zephyr
260,-0.628954, 0.318672, 0.301850, 0.152564, 0.767254, 1.144838,dodge aspen
261,-0.692926, 0.318672, 0.618403, 0.413632, 0.519272,-0.165907,amc concord d/l
262,-0.552188, 1.495535, 1.069250, 1.066302, 0.536985,-0.857689,chevrolet monte carlo landau
263,-0.744103, 0.318672, 0.359405, 1.588439, 0.560602,-0.784870,buick regal sport coupe (turbo)
264,-0.692926, 1.495535, 1.040473, 0.909661, 0.277194,-1.585880,ford futura
265,-0.769692, 1.495535, 1.193953, 0.935768, 1.310453,-0.675641,dodge magnum xe
266, 0.829603,-0.858191,-0.916398,-0.943922,-0.962716, 0.343828,chevrolet chevette
267, 0.509744,-0.858191,-0.571068,-0.239038,-0.484465,-0.493593,toyota corona
268, 0.471361,-0.858191,-0.714956,-0.186825,-0.791490,-0.311545,datsun 510
269, 0.944753,-0.858191,-0.849251,-0.761175,-0.874151,-0.384364,dodge omni
270,-0.309095,-0.858191,-0.571068,-0.239038,-0.537604,-0.275135,toyota celica gt liftback
271,-0.040413,-0.858191,-0.360033, 0.022030,-0.266004, 0.416647,plymouth sapporo
272, 0.036353,-0.858191,-0.407996,-0.500107,-0.136109, 0.744333,oldsmobile starfire sx
273, 0.049147,-0.858191,-0.714956,-0.186825,-0.667499,-0.238726,datsun 200-sx
274,-0.411450,-0.269760,-0.599846,-0.030184,-0.165631, 0.125370,audi 5000
275,-0.833664, 0.318672,-0.292886, 0.544166, 0.200438,-0.712050,volvo 264gl
276,-0.245123,-0.858191,-0.695771, 0.283098,-0.206961, 0.052551,saab 99gle
277,-0.936019, 0.318672,-0.292886, 0.753020, 0.519272, 0.088960,peugeot 604sl
278, 1.021519,-0.858191,-1.002731,-0.865602,-1.157559,-0.238726,volkswagen scirocco
279, 0.765631,-0.858191,-0.916398,-0.943922,-0.986333, 0.380237,honda accord lx
280,-0.257918, 0.318672, 0.359405, 0.283098, 0.324429,-0.056678,pontiac lemans v6
281,-0.475422, 0.318672, 0.062037,-0.500107, 0.023308, 0.962790,mercury zephyr 6
282,-0.155563,-0.858191,-0.513513,-0.421786,-0.094779, 0.635104,ford fairmont 4
283,-0.424244, 0.318672, 0.368997,-0.369573, 0.348046, 0.962790,amc concord dl 6
284,-0.373067, 0.318672, 0.301850, 0.152564, 0.460229, 0.380237,dodge aspen 6
285,-0.833664, 1.495535, 1.069250, 0.674700, 1.027045,-0.056678,chevrolet caprice classic
286,-0.756898, 1.495535, 1.040473, 0.648593, 0.891245,-0.784870,ford ltd landau
287,-0.897636, 1.495535, 1.510506, 0.883555, 1.162844,-0.857689,mercury grand marquis
288,-0.680132, 1.495535, 1.193953, 0.805234, 1.015236,-0.129497,dodge st. regis
289,-0.846458, 1.495535, 1.500913, 1.327370, 1.641096,-0.238726,buick estate wagon (sw)
290,-1.025579, 1.495535, 1.510506, 0.987982, 1.279750,-0.457183,ford country squire (sw)
291,-0.552188, 1.495535, 0.704735, 0.544166, 0.749541,-0.202316,chevrolet malibu classic (sw)
292,-0.641749, 1.495535, 1.596838, 1.196836, 1.145131,-0.930508,chrysler lebaron town @ country (sw)
293, 1.072696,-0.858191,-1.002731,-0.865602,-1.234315,-0.566412,vw rabbit custom
294, 1.354172,-0.858191,-1.031509,-1.022243,-1.175272,-0.129497,maxda glc deluxe
295, 1.558882,-0.858191,-0.916398,-0.630641,-1.246124,-0.420774,dodge colt hatchback custom
296, 0.496950,-0.858191,-0.695771,-0.630641,-0.354569,-0.202316,amc spirit dl
297, 0.241063,-0.269760,-0.101035,-0.708961, 0.660976, 1.654573,mercedes benz 300d
298,-0.066002, 1.495535, 1.500913, 0.544166, 1.097897, 0.671514,cadillac eldorado
299, 0.471361,-0.858191,-0.503921,-0.865602, 0.259481, 3.365823,peugeot 504
300, 0.049147, 1.495535, 0.637588,-0.369573, 0.531081, 2.419174,oldsmobile cutlass salon brougham
301, 1.366967,-0.858191,-0.849251,-0.891709,-0.909577,-0.857689,plymouth horizon
302, 1.405350,-0.858191,-0.849251,-0.891709,-0.968620,-0.238726,plymouth horizon tc3
303, 1.059902,-0.858191,-1.041101,-1.022243,-1.122133, 1.326886,datsun 210
304, 1.763592,-0.858191,-0.983546,-0.917816,-0.992237,-0.311545,fiat strada custom
305, 0.624893,-0.858191,-0.407996,-0.369573,-0.354569, 0.161780,buick skylark limited
306, 0.676071, 0.318672,-0.196960, 0.283098,-0.443134,-1.549471,chevrolet citation
307, 0.420184, 0.318672,-0.196960, 0.283098,-0.319143,-0.966917,oldsmobile omega brougham
308, 1.277406,-0.858191,-0.407996,-0.369573,-0.489188,-0.857689,pontiac phoenix
309, 2.300955,-0.858191,-0.916398,-0.735068,-0.975705,-0.311545,vw rabbit
310, 1.865947,-0.858191,-1.002731,-1.152777,-1.183538, 1.181248,toyota corolla tercel
311, 1.098285,-0.858191,-0.916398,-0.891709,-1.004046,-0.020268,chevrolet chevette
312, 1.750798,-0.858191,-1.031509,-1.022243,-1.123314, 0.307418,datsun 310
313, 0.573716,-0.858191,-0.407996,-0.369573,-0.345122, 0.343828,chevrolet citation
314, 0.369006,-0.858191,-0.513513,-0.421786,-0.118396, 0.926381,ford fairmont
315, 0.100325,-0.858191,-0.407996,-0.369573, 0.038659, 1.654573,amc concord
316,-0.564982, 0.318672, 0.301850,-0.369573, 0.485027, 1.144838,dodge aspen
317, 1.379761,-0.858191,-0.925991,-0.682854,-0.923747, 0.088960,audi 4000
318, 0.804015,-0.858191,-0.571068,-0.369573,-0.306154,-0.020268,toyota corona liftback
319, 0.995930,-0.858191,-0.705363,-0.761175,-0.505720, 0.707923,mazda 626
320, 1.725209,-0.858191,-0.714956,-0.317359,-0.633254,-0.202316,datsun 510 hatchback
321, 1.111079,-0.858191,-0.820473,-0.761175,-0.832820,-0.129497,toyota corolla
322, 2.953468,-0.858191,-1.031509,-1.022243,-1.015855, 0.853562,mazda glc
323, 0.560922,-0.858191,-0.360033, 0.022030,-0.201057,-0.420774,dodge colt
324, 2.211395,-0.858191,-1.041101,-1.022243,-1.015855, 1.326886,datsun 210
325, 2.659197,-0.858191,-0.993139,-1.466059,-1.045376, 2.237126,vw rabbit c (diesel)
326, 2.544048,-0.858191,-0.993139,-1.466059,-0.750160, 2.965318,vw dasher (diesel)
327, 1.648443,-0.269760,-0.695771,-0.970029,-0.023927, 1.581753,audi 5000s (diesel)
328, 0.829603,-0.858191,-0.455958,-0.970029, 0.330333, 2.273535,mercedes-benz 240d
329, 2.697580,-0.858191,-0.983546,-0.970029,-1.322880,-0.639231,honda civic 1500 gl
330, 2.224189,-0.858191,-1.041101,-0.708961,-1.340593, 0.635104,renault lecar deluxe
331, 1.315789,-0.858191,-0.925991,-0.970029,-0.974524, 0.889971,subaru dl
332, 0.804015,-0.858191,-1.002731,-1.100563,-1.328785,-0.093087,vokswagen rabbit
333, 1.175051, 0.318672,-0.244923, 0.726914,-0.071161,-1.513061,datsun 280-zx
334, 0.023558,-1.446623,-1.184989,-0.108504,-0.649786,-1.112556,mazda rx-7 gs
335, 1.469322,-0.858191,-0.686178,-0.421786,-0.555317,-0.165907,triumph tr7 coupe
336, 0.010764,-0.858191,-0.513513,-0.708961,-0.077066,-0.457183,ford mustang cobra
337, 1.136668,-0.858191,-0.830066,-0.839495,-0.803299, 0.525875,honda accord
338, 0.471361,-0.858191,-0.561476,-0.526213,-0.567125, 0.052551,plymouth reliant
339, 0.394595,-0.858191,-0.407996,-0.526213,-0.395900, 0.307418,buick skylark
340, 0.292240,-0.858191,-0.360033,-0.317359,-0.413613,-0.420774,dodge aries wagon (sw)
341,-0.002030, 0.318672,-0.196960, 0.152564,-0.289622,-1.076146,chevrolet citation
342, 0.829603,-0.858191,-0.561476,-0.526213,-0.691116,-0.966917,plymouth reliant
343, 1.993890,-0.858191,-1.098656,-1.204991,-1.435063, 0.489466,toyota starlet
344, 1.981096,-0.858191,-1.031509,-1.048350,-1.293358, 0.307418,plymouth champ
345, 1.482116,-0.858191,-1.079471,-1.152777,-1.429158, 0.198189,honda civic 1300
346, 1.123874,-0.858191,-0.925991,-0.970029,-1.068994, 0.817152,subaru
347, 1.725209,-0.858191,-1.041101,-1.022243,-1.175272, 1.399705,datsun 210 mpg
348, 1.814769,-0.858191,-1.002731,-1.100563,-1.086707, 0.635104,toyota tercel
349, 1.354172,-0.858191,-0.983546,-0.943922,-1.163463, 0.161780,mazda glc 4
350, 1.430938,-0.858191,-0.849251,-1.074457,-0.891864,-0.238726,plymouth horizon 4
351, 1.392555,-0.858191,-0.916398,-1.022243,-1.092611, 0.234599,ford escort 4w
352, 0.816809,-0.858191,-0.916398,-1.022243,-0.697021, 1.873030,ford escort 2h
353, 1.213434,-0.858191,-0.849251,-0.787282,-0.921385,-0.493593,volkswagen jetta
354, 1.405350,-0.858191,-0.897213,-0.708961,-0.767873, 0.088960,renault 18i
355, 1.302995,-0.858191,-0.830066,-0.761175,-0.897768,-0.420774,honda prelude
356, 1.136668,-0.858191,-0.820473,-0.761175,-0.732447, 0.453056,toyota corolla
357, 1.200640,-0.858191,-0.714956,-0.108504,-0.419517,-0.275135,datsun 200sx
358, 1.034313,-0.858191,-0.705363,-0.787282,-0.395900, 0.999200,mazda 626
359, 0.586510,-0.858191,-0.503921,-0.630641, 0.306716, 1.763801,peugeot 505s turbo diesel
360, 0.919164, 0.318672,-0.465551,-0.735068, 0.224055, 1.472525,volvo diesel
361, 0.241063, 0.318672,-0.244923, 0.309205,-0.082970,-1.076146,toyota cressida
362, 0.087530, 0.318672,-0.455958, 0.413632,-0.047544,-0.639231,datsun 810 maxima
363,-0.142768, 0.318672, 0.359405, 0.152564, 0.525176, 0.088960,buick century
364, 0.394595, 1.495535, 1.500913, 0.022030, 0.891245, 1.254067,oldsmobile cutlass ls
365,-0.424244, 0.318672, 0.062037,-0.421786, 0.105969, 0.562285,ford granada gl
366,-0.756898, 0.318672, 0.301850,-0.500107, 0.584220, 0.380237,chrysler lebaron salon
367, 0.573716,-0.858191,-0.782103,-0.421786,-0.431326, 1.472525,chevrolet cavalier
368, 0.445772,-0.858191,-0.782103,-0.421786,-0.389995, 1.108429,chevrolet cavalier wagon
369, 1.341378,-0.858191,-0.782103,-0.421786,-0.679308, 0.889971,chevrolet cavalier 2-door
370, 0.957547,-0.858191,-0.782103,-0.500107,-0.466752, 0.234599,pontiac j2000 se hatchback
371, 0.701660,-0.858191,-0.561476,-0.526213,-0.525795, 0.161780,dodge aries se
372, 0.445772,-0.858191,-0.407996,-0.369573,-0.277813, 0.889971,pontiac phoenix
373, 0.061941,-0.858191,-0.513513,-0.317359,-0.124300, 0.307418,ford fairmont futura
374, 1.597265,-0.858191,-0.849251,-0.787282,-1.169367,-0.093087,volkswagen rabbit l
375, 1.725209,-0.858191,-0.983546,-0.943922,-1.116228, 0.962790,mazda glc custom l
376, 0.957547,-0.858191,-0.983546,-0.943922,-1.181176, 0.744333,mazda glc custom
377, 1.853152,-0.858191,-0.849251,-1.074457,-0.998142,-0.311545,plymouth horizon miser
378, 1.597265,-0.858191,-0.916398,-0.891709,-0.998142, 0.635104,mercury lynx l
379, 1.597265,-0.858191,-0.705363,-0.421786,-0.956811,-0.384364,nissan stanza xe
380, 1.597265,-0.858191,-0.830066,-0.761175,-0.903672,-0.384364,honda accord
381, 1.341378,-0.858191,-0.820473,-0.891709,-0.856438, 0.489466,toyota corolla
382, 1.853152,-0.858191,-0.983546,-0.970029,-1.187080,-0.202316,honda civic
383, 1.085491,-0.858191,-0.983546,-0.970029,-1.187080, 0.052551,honda civic (auto)
384, 1.853152,-0.858191,-0.983546,-0.970029,-1.151654, 0.234599,datsun 310 gx
385, 0.189885, 0.318672,-0.120220, 0.152564,-0.029831, 0.307418,buick century limited
386, 1.853152, 0.318672, 0.656773,-0.500107, 0.052830, 0.525875,oldsmobile cutlass ciera (diesel)
387, 0.317829,-0.858191,-0.360033,-0.317359,-0.454943,-0.384364,chrysler lebaron medallion
388,-0.193946, 0.318672, 0.368997, 0.204777,-0.159726,-0.311545,ford granada l
389, 1.085491,-0.858191,-0.475143,-0.212932,-0.360474,-0.602822,toyota celica gt
390, 1.597265,-0.858191,-0.561476,-0.526213,-0.708829,-0.930508,dodge charger 2.2
391, 0.445772,-0.858191,-0.407996,-0.369573,-0.023927, 0.635104,chevrolet camaro
392, 0.445772,-0.858191,-0.513513,-0.474000,-0.212865, 0.016141,ford mustang gl
393, 2.620814,-0.858191,-0.925991,-1.361631,-0.992237, 3.293004,vw pickup
394, 1.085491,-0.858191,-0.561476,-0.526213,-0.797394,-1.440242,dodge rampage
395, 0.573716,-0.858191,-0.705363,-0.656747,-0.407708, 1.108429,ford ranger
396, 0.957547,-0.858191,-0.714956,-0.578427,-0.295526, 1.399705,chevy s-10
